date,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg),rain (mm),raining (s),SWDR (W/m�),PAR (�mol/m�/s),max. PAR (�mol/m�/s),Tlog (degC),OT
2020-01-20 16,980.2783333333333,12.265,287.0566666666667,4.381666666666667,58.51333333333333,14.301666666666668,8.36,5.941666666666666,5.32,8.528333333333334,1192.5733333333335,1.0133333333333334,1.68,189.53333333333333,0.0,0.0,0.0,0.0,0.0,24.0,433.8
2020-01-20 16,980.1933333333333,10.983333333333334,285.77500000000003,4.0183333333333335,62.074999999999996,13.13,8.148333333333333,4.985,5.1866666666666665,8.313333333333333,1197.9466666666667,0.9166666666666666,2.013333333333333,175.33333333333334,0.0,0.0,0.0,0.0,0.0,22.598333333333333,441.55
2020-01-20 16,980.1,9.576666666666666,284.36833333333334,3.56,66.02333333333333,11.955,7.888333333333333,4.066666666666666,5.023333333333333,8.049999999999999,1203.9116666666666,0.8466666666666667,1.906666666666667,153.5,0.0,0.0,0.0,0.0,0.0,21.355,448.5333333333333
2020-01-20 16,980.0766666666667,8.323333333333332,283.10833333333335,3.438333333333333,71.29,10.978333333333333,7.821666666666666,3.155,4.978333333333333,7.9816666666666665,1209.2733333333333,0.855,1.8699999999999999,147.18333333333334,0.0,0.0,0.0,0.0,0.0,20.353333333333335,456.0
2020-01-20 16,980.0383333333333,7.828333333333333,282.6133333333333,2.8633333333333333,70.78,10.615,7.508333333333333,3.105,4.78,7.663333333333333,1211.5033333333333,0.9983333333333334,1.82,213.91666666666666,0.0,0.0,0.0,0.0,0.0,19.419999999999998,450.76666666666665
2020-01-20 16,979.9383333333334,6.701666666666667,281.4883333333333,2.6199999999999997,75.16666666666667,9.828333333333333,7.378333333333334,2.4483333333333333,4.698333333333333,7.531666666666666,1216.32,0.5866666666666667,1.2966666666666666,183.1,0.0,0.0,0.20166666666666666,1.03,1.8016666666666667,18.673333333333332,460.81666666666666
2020-01-20 17,979.8866666666667,6.578333333333333,281.3666666666667,2.381666666666667,74.5,9.741666666666667,7.253333333333334,2.4833333333333334,4.62,7.406666666666666,1216.8566666666668,0.5599999999999999,1.2833333333333334,175.36666666666667,0.0,0.0,32.56333333333333,58.848333333333336,70.59166666666667,18.008333333333336,459.4666666666667
2020-01-20 17,979.9016666666666,8.026666666666667,282.8233333333333,3.0483333333333333,70.73333333333333,10.763333333333334,7.603333333333333,3.16,4.843333333333334,7.763333333333333,1210.4383333333333,0.5866666666666667,1.2233333333333334,142.04999999999998,0.0,0.0,150.09833333333333,285.875,317.46999999999997,18.138333333333332,469.73333333333335
2020-01-20 17,979.7416666666667,10.371666666666668,285.19666666666666,3.58,62.711666666666666,12.613333333333335,7.901666666666666,4.713333333333334,5.03,8.063333333333333,1200.095,0.71,1.3466666666666667,131.6,0.0,0.0,311.3,596.4283333333334,658.9783333333334,19.985,462.6333333333334
2020-01-20 17,979.515,12.665000000000001,287.5233333333333,4.6466666666666665,58.193333333333335,14.719999999999999,8.516666666666667,6.203333333333333,5.426666666666667,8.695,1189.925,1.0983333333333334,1.86,132.95000000000002,0.0,0.0,460.73166666666674,884.1366666666667,973.745,23.5,450.68333333333334
2020-01-20 17,979.0816666666666,17.09,292.01,5.995,47.99,19.551666666666666,9.356666666666667,10.195,5.965,9.558333333333334,1170.8716666666667,1.0650000000000002,2.0533333333333332,157.23333333333332,0.0,0.0,586.42,1142.5366666666666,1316.6333333333334,27.72666666666667,431.1666666666667
2020-01-20 17,978.5483333333333,19.62333333333333,294.6066666666666,6.046666666666667,41.11833333333333,22.89166666666667,9.391666666666667,13.5,5.989999999999999,9.598333333333334,1160.0816666666667,1.46,2.9966666666666666,117.31666666666666,0.0,0.0,458.55,908.4916666666667,1211.6466666666668,31.745,416.59999999999997
2020-01-20 18,978.0833333333334,20.573333333333334,295.59999999999997,4.185,33.99333333333333,24.27,8.246666666666668,16.025000000000002,5.261666666666667,8.43,1156.29,2.61,4.703333333333333,202.4,0.0,0.0,485.27833333333336,963.9,1231.7549999999999,33.37166666666667,408.3833333333334
2020-01-20 18,977.6316666666667,21.238333333333333,296.30833333333334,4.888333333333333,34.26333333333333,25.278333333333336,8.661666666666667,16.616666666666667,5.526666666666666,8.861666666666666,1152.955,2.9516666666666667,5.286666666666666,215.5666666666667,0.0,0.0,434.47166666666664,869.465,1243.0183333333334,33.876666666666665,406.5
2020-01-20 18,977.8083333333334,20.31,295.35833333333335,5.021666666666667,36.651666666666664,23.88,8.741666666666667,15.14,5.578333333333333,8.938333333333333,1156.7783333333334,4.295,7.03,228.08333333333334,0.0,0.0,236.75333333333333,490.9266666666667,595.5600000000001,33.6,406.34999999999997
2020-01-20 18,977.8316666666666,18.883333333333333,293.9216666666667,5.56,41.57,21.855,9.078333333333333,12.778333333333334,5.793333333333333,9.281666666666666,1162.305,3.08,5.138333333333333,232.38333333333333,0.0,0.0,226.05666666666664,474.7416666666666,626.1916666666667,31.646666666666665,408.2166666666667
2020-01-20 18,977.58,17.82166666666667,292.87666666666667,7.669999999999999,51.82,20.453333333333333,10.546666666666667,9.908333333333333,6.736666666666667,10.788333333333332,1165.5816666666667,2.5866666666666664,4.016666666666667,225.65,0.016666666666666666,83.33333333333333,222.70166666666668,467.27666666666664,527.38,30.345,409.34999999999997
2020-01-20 18,977.235,17.988333333333333,293.07,9.631666666666666,58.05666666666667,20.658333333333335,11.991666666666667,8.668333333333333,7.668333333333333,12.270000000000001,1163.8416666666667,2.9933333333333336,4.9816666666666665,220.96666666666667,0.0,0.0,237.42666666666665,484.65333333333336,526.445,29.236666666666665,409.18333333333334
2020-01-20 19,976.88,18.128333333333334,293.245,9.185,55.85333333333333,20.84,11.638333333333334,9.201666666666666,7.445,11.915,1163.0183333333334,2.9949999999999997,4.526666666666666,220.83333333333334,0.0,0.0,71.39333333333333,150.70833333333334,198.58333333333334,28.893333333333334,412.45000000000005
2020-01-20 19,977.0833333333334,15.153333333333334,290.23333333333335,10.676666666666668,75.32666666666667,17.32,12.876666666666665,4.445,8.233333333333333,13.176666666666668,1174.73,3.7516666666666665,5.526666666666666,224.95000000000002,0.18333333333333335,251.66666666666666,11.401666666666666,26.286666666666665,34.235,27.89,415.75
2020-01-20 19,977.4166666666666,13.54,288.5783333333333,11.298333333333334,86.3,15.54,13.408333333333333,2.1300000000000003,8.576666666666666,13.718333333333334,1181.47,2.388333333333333,3.4633333333333334,213.0666666666667,0.03333333333333333,175.0,2.3816666666666664,5.34,6.7250000000000005,25.111666666666668,421.2
2020-01-20 19,977.7333333333332,13.17,288.18,11.426666666666668,89.14999999999999,15.17,13.518333333333333,1.6466666666666667,8.646666666666667,13.828333333333333,1183.33,1.8916666666666666,2.8433333333333337,213.9333333333333,0.016666666666666666,43.333333333333336,0.0,0.0,0.0,23.898333333333337,424.73333333333335
2020-01-20 19,977.715,12.941666666666668,287.95,10.941666666666668,87.63333333333333,14.943333333333333,13.093333333333334,1.8499999999999999,8.371666666666668,13.391666666666666,1184.45,2.0083333333333333,3.06,228.98333333333335,0.0,0.0,0.0,0.0,0.0,23.135,425.8666666666666
2020-01-20 19,977.745,12.43,287.43333333333334,10.516666666666667,88.08333333333333,14.446666666666665,12.725,1.7233333333333334,8.133333333333333,13.015,1186.7766666666666,2.065,3.3699999999999997,226.9333333333333,0.0,0.0,0.0,0.0,0.0,22.58666666666667,429.76666666666665
2020-01-20 20,977.6966666666667,12.776666666666666,287.7866666666667,10.001666666666667,83.2,14.778333333333334,12.296666666666667,2.483333333333333,7.858333333333333,12.578333333333333,1185.4783333333332,1.5666666666666667,3.435,255.73333333333335,0.0,0.0,0.0,0.0,0.0,22.263333333333335,425.09999999999997
2020-01-20 20,977.7433333333333,12.655000000000001,287.66,9.459999999999999,80.85000000000001,14.661666666666667,11.854999999999999,2.8083333333333336,7.575,12.123333333333333,1186.2416666666666,1.215,2.56,244.15,0.0,0.0,0.0,0.0,0.0,22.16,422.09999999999997
2020-01-20 20,977.725,12.135,287.14,9.07,81.5,14.168333333333331,11.548333333333332,2.6233333333333335,7.38,11.813333333333333,1188.5249999999999,1.9349999999999998,3.48,249.1833333333333,0.0,0.0,0.0,0.0,0.0,21.94666666666667,421.5
2020-01-20 20,977.8000000000001,12.056666666666667,287.05333333333334,8.701666666666666,79.89999999999999,14.096666666666666,11.263333333333334,2.8333333333333335,7.196666666666666,11.520000000000001,1189.0733333333335,1.6416666666666666,2.703333333333333,256.3,0.0,0.0,0.0,0.0,0.0,21.465,421.0333333333333
2020-01-20 20,977.9016666666666,11.895000000000001,286.8833333333333,8.375,79.0,13.948333333333332,11.018333333333333,2.9299999999999997,7.04,11.266666666666666,1189.9833333333333,1.0999999999999999,1.74,256.6166666666667,0.0,0.0,0.0,0.0,0.0,21.17833333333333,421.4666666666667
2020-01-20 20,977.9083333333333,11.406666666666666,286.39,8.036666666666667,79.71666666666667,13.503333333333332,10.763333333333334,2.7383333333333333,6.875,11.006666666666666,1192.155,1.5183333333333333,2.64,253.01666666666665,0.0,0.0,0.0,0.965,1.5766666666666669,20.97,422.2166666666667
2020-01-20 21,978.3566666666667,11.505,286.4533333333333,7.851666666666667,78.21666666666665,13.591666666666667,10.631666666666666,2.9600000000000004,6.785,10.865,1192.3516666666667,1.7700000000000002,2.866666666666667,252.65,0.0,0.0,21.326666666666668,43.565,50.48166666666666,20.68,421.31666666666666
2020-01-20 21,978.7966666666666,11.87,286.7816666666667,8.011666666666667,77.18333333333334,13.923333333333334,10.746666666666668,3.1783333333333332,6.858333333333333,10.981666666666667,1191.31,1.8183333333333334,3.0733333333333337,242.3166666666667,0.0,0.0,75.01666666666667,158.59,186.64499999999998,21.008333333333333,419.7833333333333
2020-01-20 21,979.0300000000001,12.655000000000001,287.5516666666667,8.426666666666668,75.39999999999999,14.666666666666666,11.055,3.61,7.053333333333334,11.291666666666666,1188.18,1.3483333333333334,2.856666666666667,234.63333333333333,0.0,0.0,126.66166666666668,266.2816666666667,348.80833333333334,21.738333333333333,416.1666666666667
2020-01-20 21,979.3583333333332,13.895000000000001,288.7716666666667,8.621666666666668,70.46833333333333,15.903333333333334,11.201666666666668,4.698333333333333,7.1433333333333335,11.438333333333333,1183.3799999999999,1.8916666666666666,3.816666666666667,251.91666666666666,0.0,0.0,180.35,368.7266666666667,462.32333333333327,22.965000000000003,413.5833333333333
2020-01-20 21,979.5033333333334,14.828333333333333,289.7,8.575000000000001,66.12333333333333,16.895,11.165,5.728333333333334,7.121666666666666,11.4,1179.7333333333333,2.1133333333333333,4.308333333333334,278.81666666666666,0.0,0.0,335.51166666666666,652.5083333333333,860.4866666666667,24.186666666666667,412.93333333333334
2020-01-20 21,979.63,15.780000000000001,290.6466666666667,7.8933333333333335,59.38833333333333,17.958333333333332,10.66,7.298333333333333,6.796666666666667,10.883333333333333,1176.2316666666668,2.231666666666667,5.26,275.1166666666667,0.0,0.0,517.205,1036.8716666666667,1329.535,25.849999999999998,412.5
2020-01-20 22,979.6216666666668,15.941666666666668,290.80833333333334,7.896666666666667,58.803333333333335,18.148333333333333,10.663333333333332,7.483333333333333,6.798333333333333,10.883333333333333,1175.5649999999998,1.8183333333333334,4.193333333333333,286.8833333333333,0.0,0.0,381.7916666666667,771.685,1300.2266666666667,27.421666666666667,411.40000000000003
2020-01-20 22,979.4733333333334,17.07166666666667,291.9583333333333,7.175,52.098333333333336,19.505,10.15,9.353333333333333,6.473333333333334,10.365,1171.0433333333333,2.585,5.271666666666667,247.23333333333335,0.0,0.0,505.8016666666667,1004.2449999999999,1538.3500000000001,28.05666666666667,410.21666666666664
2020-01-20 22,979.3216666666667,17.403333333333332,292.305,6.38,48.30666666666667,19.915000000000003,9.61,10.303333333333333,6.126666666666666,9.813333333333334,1169.7683333333332,3.703333333333333,6.793333333333333,230.65,0.0,0.0,514.3516666666666,1021.0733333333334,1345.365,28.936666666666667,409.8833333333334
2020-01-20 22,979.2116666666667,17.996666666666666,292.9116666666667,5.43,43.531666666666666,20.669999999999998,8.996666666666668,11.674999999999999,5.733333333333333,9.188333333333333,1167.5283333333334,3.3466666666666662,6.316666666666666,241.8166666666667,0.0,0.0,538.0616666666666,1068.05,1532.5916666666665,29.548333333333332,409.79999999999995
2020-01-20 22,978.8716666666666,18.64,293.5883333333333,5.543333333333333,42.16833333333333,21.52,9.07,12.448333333333332,5.783333333333334,9.266666666666667,1164.5183333333334,4.075,7.553333333333334,223.11666666666667,0.0,0.0,555.03,1082.5283333333334,1332.5283333333334,30.2,409.5833333333333
2020-01-20 22,979.1816666666667,18.246666666666666,293.16333333333336,5.508333333333333,43.085,20.996666666666666,9.043333333333333,11.951666666666668,5.765,9.236666666666666,1166.4683333333332,3.5700000000000003,6.343333333333334,231.71666666666667,0.0,0.0,215.62666666666667,423.97,514.285,30.416666666666668,409.2833333333333
2020-01-20 23,979.4183333333334,17.834999999999997,292.73,4.881666666666667,42.330000000000005,20.458333333333332,8.661666666666667,11.798333333333332,5.5183333333333335,8.841666666666667,1168.5783333333334,2.611666666666667,4.705,243.0666666666667,0.0,0.0,169.45000000000002,328.08833333333337,473.2616666666667,29.353333333333335,410.3333333333333
2020-01-20 23,979.5100000000001,17.32,292.205,5.336666666666666,45.169999999999995,19.816666666666666,8.938333333333334,10.878333333333332,5.696666666666666,9.123333333333333,1170.64,1.8666666666666665,3.8699999999999997,231.35,0.0,0.0,87.59333333333332,184.4283333333333,226.35166666666666,28.736666666666668,410.51666666666665
2020-01-20 23,979.9499999999999,15.731666666666667,290.57,5.204999999999999,49.465,17.901666666666667,8.853333333333333,9.049999999999999,5.638333333333333,9.033333333333333,1177.64,1.575,2.1366666666666667,250.25,0.0,0.0,8.418333333333333,24.775000000000002,30.438333333333333,27.436666666666667,412.0833333333333
2020-01-20 23,980.5183333333333,14.88,289.6666666666667,4.895,51.13166666666667,16.94666666666667,8.668333333333333,8.283333333333333,5.515000000000001,8.836666666666666,1181.8966666666668,1.6083333333333334,2.1266666666666665,250.98333333333335,0.0,0.0,0.0,0.0,0.225,25.77,414.3833333333334
2020-01-20 23,980.8866666666667,14.03,288.77833333333336,5.076666666666667,54.77166666666667,16.046666666666667,8.776666666666666,7.27,5.585,8.948333333333332,1185.79,1.0633333333333332,1.7733333333333334,221.18333333333337,0.0,0.0,0.0,0.0,0.0,24.531666666666666,420.8333333333333
2020-01-20 23,980.8483333333334,13.231666666666667,287.97999999999996,5.493333333333333,59.36000000000001,15.233333333333334,9.033333333333333,6.195,5.751666666666666,9.211666666666666,1188.93,1.3633333333333333,1.9233333333333331,238.29999999999998,0.0,0.0,0.0,0.0,0.0,23.993333333333336,423.4166666666667
2020-01-21 00,980.88,12.093333333333334,286.8333333333333,6.176666666666667,67.06833333333334,14.135,9.475,4.658333333333333,6.03,9.658333333333333,1193.51,1.9333333333333333,2.5033333333333334,236.1,0.0,0.0,0.0,0.0,0.0,23.060000000000002,423.90000000000003
2020-01-21 00,980.7383333333333,11.151666666666666,285.90000000000003,6.226666666666667,71.63666666666667,13.28,9.506666666666666,3.776666666666667,6.05,9.691666666666666,1197.2766666666666,0.7400000000000001,1.24,161.90666666666667,0.0,0.0,0.0,0.0,0.0,21.861666666666665,429.45
2020-01-21 00,980.5833333333334,10.23,284.98499999999996,6.296666666666667,76.51666666666667,12.486666666666666,9.551666666666668,2.935,6.081666666666667,9.741666666666667,1200.9583333333333,0.755,1.5666666666666667,135.21666666666667,0.0,0.0,0.0,0.0,0.0,21.32,440.7166666666667
2020-01-21 00,980.3966666666666,9.581666666666665,284.34499999999997,6.146666666666667,79.10000000000001,11.953333333333333,9.456666666666667,2.5,6.02,9.645,1203.5249999999999,0.895,1.7366666666666666,166.15,0.0,0.0,0.0,0.0,0.0,20.743333333333332,444.2
2020-01-21 00,980.0716666666667,9.841666666666667,284.635,6.135000000000001,77.68333333333334,12.165,9.448333333333332,2.716666666666667,6.016666666666667,9.64,1202.0216666666668,1.6049999999999998,2.4966666666666666,175.61666666666667,0.0,0.0,0.0,0.0,0.0,20.511666666666667,439.3
2020-01-21 00,979.7216666666667,10.991666666666667,285.82166666666666,6.080000000000001,71.64999999999999,13.138333333333334,9.411666666666667,3.7266666666666666,5.995,9.606666666666667,1196.7466666666667,2.7066666666666666,3.5483333333333333,203.58333333333334,0.0,0.0,0.13333333333333333,0.38666666666666666,0.7399999999999999,20.375,426.5
2020-01-21 01,979.3299999999999,11.176666666666668,286.04,6.266666666666667,71.7,13.299999999999999,9.535,3.7616666666666667,6.078333333333333,9.736666666666666,1195.4316666666666,2.8016666666666663,3.9116666666666666,185.20000000000002,0.0,0.0,12.406666666666666,25.965,31.46666666666667,20.598333333333333,428.5333333333333
2020-01-21 01,979.0949999999999,11.536666666666667,286.4216666666667,6.471666666666667,71.0,13.621666666666668,9.668333333333333,3.9500000000000006,6.166666666666667,9.876666666666667,1193.5683333333334,3.3733333333333335,5.051666666666667,185.03333333333333,0.0,0.0,50.40166666666667,104.79333333333334,120.01333333333334,20.983333333333334,426.1666666666667
2020-01-21 01,978.8733333333333,11.888333333333334,286.79333333333335,6.896666666666666,71.41666666666667,13.94,9.956666666666667,3.983333333333333,6.351666666666667,10.171666666666667,1191.6916666666666,3.795,5.765000000000001,187.76666666666665,0.0,0.0,79.175,165.50833333333333,177.54,21.325,422.4166666666667
2020-01-21 01,978.6999999999999,12.531666666666666,287.45666666666665,7.4433333333333325,71.06666666666666,14.546666666666667,10.335,4.21,6.596666666666667,10.563333333333333,1188.6233333333332,3.8016666666666663,5.625,182.65,0.0,0.0,208.44833333333335,425.1933333333333,504.24666666666667,21.78833333333333,418.8
2020-01-21 01,978.2533333333334,14.018333333333333,288.99,7.903333333333333,66.58,16.036666666666665,10.666666666666666,5.364999999999999,6.8116666666666665,10.905000000000001,1181.7766666666666,5.8,9.356666666666667,198.46666666666667,0.0,0.0,462.60999999999996,923.775,1386.0033333333333,22.751666666666665,414.68333333333334
2020-01-21 01,977.8683333333333,15.016666666666666,290.02833333333336,7.986666666666667,62.78,17.106666666666666,10.729999999999999,6.378333333333333,6.855,10.973333333333334,1177.19,6.63,9.416666666666666,205.20000000000002,0.0,0.0,447.2166666666667,899.5483333333333,1385.6183333333336,24.685000000000002,413.09999999999997
2020-01-21 02,978.1750000000001,14.438333333333333,289.41833333333335,7.485,62.965,16.471666666666668,10.368333333333334,6.103333333333334,6.62,10.601666666666667,1180.0916666666667,7.253333333333333,11.32,209.03333333333333,0.0,0.0,434.8766666666667,881.5933333333332,-2741.236666666666,25.209999999999997,415.7833333333333
2020-01-21 02,978.2216666666667,14.871666666666668,289.8533333333333,7.123333333333334,59.745,16.945,10.113333333333333,6.830000000000001,6.456666666666667,10.34,1178.4916666666668,7.141666666666667,10.13,216.35,0.0,0.0,547.8516666666666,1098.1033333333332,1437.4833333333333,24.691666666666666,416.8833333333334
2020-01-21 02,977.9699999999999,15.968333333333334,290.9766666666667,6.588333333333334,53.678333333333335,18.175,9.75,8.423333333333334,6.226666666666667,9.971666666666666,1173.8833333333332,6.6000000000000005,9.963333333333333,217.61666666666667,0.0,0.0,472.8033333333333,933.7833333333333,1638.8983333333333,25.276666666666667,415.55
2020-01-21 02,977.59,16.44333333333333,291.4866666666667,5.906666666666666,49.65833333333333,18.735,9.299999999999999,9.436666666666667,5.938333333333333,9.513333333333334,1171.7050000000002,6.128333333333334,9.313333333333333,203.79999999999998,0.0,0.0,416.90166666666664,819.3683333333333,1263.03,25.98,414.84999999999997
2020-01-21 02,977.4233333333333,15.513333333333334,290.565,7.1816666666666675,57.675000000000004,17.661666666666665,10.158333333333333,7.503333333333333,6.491666666666667,10.393333333333333,1174.89,3.315,5.66,242.23333333333335,0.0,60.0,164.58666666666667,336.2283333333333,577.7333333333333,26.336666666666662,413.9666666666667
2020-01-21 02,977.505,13.521666666666667,288.555,8.318333333333333,70.75,15.521666666666667,10.975,4.545,7.011666666666667,11.229999999999999,1182.7716666666668,2.2733333333333334,3.983333333333333,261.15000000000003,0.03333333333333333,43.333333333333336,139.67,285.74666666666667,364.05833333333334,25.505,413.4666666666667
2020-01-21 03,977.2866666666667,13.591666666666667,288.6433333333333,7.896666666666666,68.40666666666667,15.591666666666667,10.665000000000001,4.925,6.815,10.913333333333334,1182.36,2.83,4.598333333333334,221.16666666666666,0.0,33.333333333333336,60.9,129.82666666666668,162.06666666666666,24.576666666666668,413.18333333333334
2020-01-21 03,977.1216666666668,12.966666666666667,288.02666666666664,7.4366666666666665,69.08166666666666,14.97,10.335,4.631666666666667,6.605,10.575000000000001,1184.8933333333332,3.8466666666666662,6.026666666666667,179.98333333333335,0.0,0.0,25.386666666666667,54.443333333333335,68.01833333333333,23.61,417.9666666666667
2020-01-21 03,976.9616666666667,12.395000000000001,287.465,7.678333333333334,72.86666666666666,14.415,10.501666666666667,3.9116666666666666,6.715,10.751666666666667,1186.9933333333333,3.3783333333333334,5.066666666666666,185.58333333333334,0.0,0.0,5.498333333333334,13.126666666666667,17.985,22.706666666666667,419.2
2020-01-21 03,976.7533333333334,11.941666666666668,287.02500000000003,7.82,75.85000000000001,13.99,10.608333333333334,3.3833333333333333,6.783333333333334,10.861666666666666,1188.5783333333331,3.233333333333333,4.7716666666666665,187.20000000000002,0.0,0.0,0.0,0.0,0.225,22.054999999999996,419.8666666666666
2020-01-21 03,976.6066666666667,11.39,286.48333333333335,8.088333333333333,80.08333333333333,13.486666666666666,10.801666666666668,2.686666666666667,6.906666666666666,11.061666666666667,1190.6116666666667,3.1483333333333334,4.533333333333333,178.8166666666667,0.0,0.0,0.0,0.0,0.0,21.444999999999997,424.0833333333333
2020-01-21 03,977.1166666666667,11.988333333333335,287.04333333333335,5.791666666666667,65.88833333333334,14.036666666666667,9.25,4.788333333333333,5.91,9.466666666666667,1189.4583333333333,3.7616666666666667,6.968333333333334,220.70000000000002,0.0,0.0,0.0,0.0,0.0,21.05333333333333,419.8
2020-01-21 04,977.7366666666667,10.818333333333333,285.81333333333333,4.61,65.42166666666667,12.985,8.493333333333334,4.491666666666666,5.421666666666667,8.686666666666666,1195.4683333333335,3.9116666666666666,6.44,217.11666666666667,0.0,0.0,0.0,0.0,0.0,20.608333333333334,420.0333333333333
2020-01-21 04,977.8916666666668,10.931666666666667,285.91333333333336,4.073333333333333,62.526666666666664,13.085,8.181666666666667,4.903333333333333,5.221666666666667,8.365,1195.3266666666666,3.6566666666666667,5.863333333333333,214.38333333333333,0.0,0.0,0.0,0.0,0.0,20.168333333333333,419.1666666666667
2020-01-21 04,977.6233333333333,10.333333333333334,285.3333333333333,4.878333333333333,68.86833333333333,12.573333333333332,8.655,3.9183333333333334,5.5249999999999995,8.853333333333333,1197.2966666666669,3.2716666666666665,4.745,190.75,0.0,0.0,0.0,0.0,0.0,19.848333333333333,420.23333333333335
2020-01-21 04,977.2816666666668,9.573333333333332,284.59833333333336,5.171666666666667,73.96666666666667,11.948333333333332,8.833333333333334,3.1149999999999998,5.6433333333333335,9.038333333333332,1200.0116666666665,2.061666666666667,2.793333333333333,189.65,0.0,0.0,0.0,0.0,0.0,19.523333333333333,423.40000000000003
2020-01-21 04,976.7399999999999,9.041666666666666,284.1066666666667,5.1499999999999995,76.53333333333333,11.525,8.821666666666667,2.703333333333333,5.636666666666667,9.028333333333334,1201.6083333333333,2.105,3.1266666666666665,202.78333333333333,0.0,0.0,0.0,0.0,0.0,19.215,423.1333333333334
2020-01-21 04,976.5949999999999,9.243333333333334,284.32166666666666,5.11,75.35000000000001,11.69,8.798333333333334,2.891666666666667,5.623333333333334,9.008333333333333,1200.5866666666668,3.608333333333333,5.3500000000000005,203.45000000000002,0.0,0.0,0.13333333333333333,1.4466666666666665,2.316666666666667,18.791666666666668,424.68333333333334
2020-01-21 05,976.8433333333334,9.583333333333334,284.6433333333334,5.006666666666667,73.06666666666666,11.956666666666665,8.733333333333333,3.221666666666667,5.579999999999999,8.941666666666666,1199.4733333333334,3.6566666666666667,5.583333333333333,214.66666666666666,0.0,0.0,36.72166666666667,73.06833333333333,90.86333333333334,18.508333333333336,423.68333333333334
2020-01-21 05,977.1683333333334,10.446666666666667,285.4866666666667,4.461666666666667,66.38,12.67,8.406666666666666,4.261666666666667,5.368333333333333,8.601666666666667,1196.375,5.588333333333334,7.956666666666667,208.11666666666667,0.0,0.0,190.10666666666665,355.27500000000003,381.43499999999995,18.728333333333335,420.5
2020-01-21 05,977.2866666666667,10.736666666666666,285.7683333333334,4.116666666666666,63.531666666666666,12.916666666666666,8.205,4.71,5.238333333333333,8.395,1195.39,6.105,8.966666666666667,208.9333333333333,0.0,0.0,281.72499999999997,541.1833333333334,642.6633333333333,19.615,417.25
2020-01-21 05,977.1233333333333,11.833333333333334,286.8866666666667,4.715,61.605,13.891666666666666,8.556666666666667,5.335,5.466666666666666,8.758333333333333,1190.4316666666666,6.66,10.516666666666667,210.86666666666667,0.0,0.0,421.3633333333333,811.1966666666667,1287.675,20.973333333333333,415.6166666666666
2020-01-21 05,977.1550000000001,12.318333333333333,287.37166666666667,4.8116666666666665,60.083333333333336,14.345,8.615,5.73,5.503333333333333,8.816666666666666,1188.4216666666669,6.54,10.356666666666667,214.8166666666667,0.0,0.0,461.7733333333333,900.77,1621.3,22.175,416.2
2020-01-21 05,976.9783333333334,12.508333333333333,287.5783333333333,4.533333333333333,58.20333333333334,14.526666666666666,8.448333333333332,6.080000000000001,5.396666666666666,8.646666666666667,1187.4916666666666,7.218333333333334,10.74,213.33333333333334,0.0,0.0,568.7466666666667,1101.64,1693.0183333333334,22.855,416.48333333333335
2020-01-21 06,976.5666666666666,13.271666666666667,288.38166666666666,4.0249999999999995,53.41166666666667,15.271666666666667,8.151666666666666,7.118333333333333,5.21,8.348333333333334,1183.9616666666668,7.176666666666666,11.273333333333333,205.65,0.0,0.0,796.3766666666667,1556.5966666666666,2057.915,23.33,416.1666666666667
2020-01-21 06,976.0233333333334,13.933333333333332,289.095,4.258333333333334,52.00333333333333,15.94,8.288333333333334,7.651666666666666,5.298333333333333,8.491666666666667,1180.5116666666665,6.426666666666667,10.056666666666667,215.28333333333333,0.0,5.0,458.0816666666667,904.4383333333334,1283.1383333333333,24.266666666666666,414.7
2020-01-21 06,976.82,8.506666666666666,283.56166666666667,5.818333333333334,83.26666666666667,11.13,9.243333333333334,1.8866666666666667,5.905,9.459999999999999,1203.8016666666665,4.733333333333333,7.635000000000001,214.21666666666667,0.21666666666666667,381.6666666666667,142.62166666666667,298.3916666666667,404.5366666666667,23.326666666666668,417.5333333333333
2020-01-21 06,976.0716666666667,10.836666666666666,285.97166666666664,6.4366666666666665,74.35000000000001,13.026666666666666,9.645,3.3783333333333334,6.168333333333333,9.883333333333333,1192.8266666666666,4.983333333333333,7.713333333333334,206.53333333333333,0.0,0.0,553.5533333333334,1064.5433333333333,1612.9350000000002,20.97,415.25
2020-01-21 06,975.68,12.681666666666667,287.8616666666667,5.788333333333333,62.835,14.688333333333333,9.226666666666667,5.463333333333334,5.903333333333333,9.455,1184.83,6.253333333333334,8.343333333333334,209.5666666666667,0.016666666666666666,0.0,307.1083333333333,616.3766666666667,964.445,22.051666666666666,413.7833333333333
2020-01-21 06,975.8333333333334,11.535000000000002,286.6933333333333,5.828333333333333,67.92333333333333,13.621666666666668,9.253333333333332,4.368333333333333,5.920000000000001,9.483333333333333,1189.7783333333334,5.538333333333333,8.006666666666666,213.46666666666667,0.0,18.333333333333332,211.43666666666664,428.0566666666667,638.2216666666667,21.995,414.81666666666666
